"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20210601","6호선","독바위","2817","2887","20210604",""
"20210601","6호선","구산","7523","5679","20210604",""
"20210601","6호선","상수","7047","7818","20210604",""
"20210601","9호선","구반포","2634","2745","20210604",""
"20210601","9호선","신반포","3131","3098","20210604",""
"20210601","9호선","고속터미널","11119","13452","20210604",""
"20210601","9호선","사평","3215","3136","20210604",""
"20210601","9호선","신논현","30151","29773","20210604",""
"20210601","9호선2~3단계","언주","10025","10193","20210604",""
"20210601","9호선2~3단계","선정릉","9776","10492","20210604",""
"20210601","9호선2~3단계","삼성중앙","6920","7230","20210604",""
"20210601","9호선2~3단계","봉은사","15021","15307","20210604",""
"20210601","9호선2~3단계","종합운동장","4011","4120","20210604",""
"20210601","9호선2~3단계","삼전","6634","6366","20210604",""
"20210601","9호선2~3단계","석촌고분","5743","5694","20210604",""
"20210601","9호선2~3단계","석촌","7827","6902","20210604",""
"20210601","9호선2~3단계","송파나루","4337","4686","20210604",""
"20210601","9호선2~3단계","한성백제","2500","2315","20210604",""
"20210601","9호선2~3단계","올림픽공원(한국체대)","5729","5695","20210604",""
"20210601","9호선2~3단계","둔촌오륜","1212","1048","20210604",""
"20210601","9호선2~3단계","중앙보훈병원","10426","9281","20210604",""
"20210601","경강선","판교","4413","4360","20210604",""
"20210601","경강선","이매","1112","982","20210604",""
"20210601","경강선","삼동","2446","2267","20210604",""
"20210601","8호선","신흥","4218","4499","20210604",""
"20210601","경부선","석수","9939","8999","20210604",""
"20210601","경부선","관악","7460","6841","20210604",""
"20210601","경부선","안양","24650","24564","20210604",""
"20210601","경부선","명학","9484","9236","20210604",""
"20210601","경부선","금정","26541","26853","20210604",""
"20210601","경부선","군포","7910","7880","20210604",""
"20210601","경부선","의왕","9364","9319","20210604",""
"20210601","경부선","성균관대","14593","14364","20210604",""
"20210601","경부선","화서","7525","7291","20210604",""
"20210601","경부선","수원","31895","33857","20210604",""
"20210601","경부선","독산","17498","18393","20210604",""
"20210601","경부선","세류","3040","2807","20210604",""
"20210601","경부선","병점","13985","13955","20210604",""
"20210601","경부선","세마","2651","2407","20210604",""
"20210601","경부선","오산대","3643","3528","20210604",""
"20210601","경부선","오산","9267","9282","20210604",""
"20210601","경부선","진위","1603","1347","20210604",""
"20210601","경부선","송탄","3969","3682","20210604",""
"20210601","경부선","서정리","6633","6230","20210604",""
"20210601","경부선","평택지제","2823","2629","20210604",""
"20210601","경부선","평택","10964","10856","20210604",""
"20210601","2호선","용답","2787","2836","20210604",""
"20210601","경의선","가좌","5351","4912","20210604",""
"20210601","경의선","디지털미디어시티","2605","2433","20210604",""
"20210601","경의선","수색","2901","3070","20210604",""
"20210601","경의선","화전","2108","1927","20210604",""
"20210601","경의선","강매","3310","2898","20210604",""
"20210601","경의선","행신","7761","7709","20210604",""
"20210601","경의선","능곡","3801","3491","20210604",""
"20210601","경의선","곡산","592","592","20210604",""
"20210601","경의선","백마","7045","6782","20210604",""
"20210601","경의선","풍산","5526","5162","20210604",""
"20210601","경의선","일산","9314","9271","20210604",""
"20210601","경의선","탄현","7730","7420","20210604",""
"20210601","경의선","야당","6697","6605","20210604",""
"20210601","경의선","운정","6756","6311","20210604",""
"20210601","경의선","금릉","4587","4438","20210604",""
"20210601","경의선","금촌","6353","6400","20210604",""
"20210601","경의선","월롱","2823","2674","20210604",""
"20210601","경의선","파주","1650","1211","20210604",""
"20210601","경의선","문산","4797","4728","20210604",""
"20210601","경의선","임진강","5","1","20210604",""
"20210601","경인선","개봉","21460","21796","20210604",""
"20210601","경인선","오류동","12154","11428","20210604",""
"20210601","경인선","역곡","28225","27869","20210604",""
"20210601","경인선","부천","32174","32164","20210604",""
"20210601","경인선","송내","27726","27762","20210604",""
"20210601","경인선","부평","28190","29847","20210604",""
"20210601","경인선","백운","7142","7013","20210604",""
"20210601","경인선","동암","15066","15174","20210604",""
"20210601","경인선","주안","18421","16693","20210604",""
"20210601","경인선","제물포","10749","10263","20210604",""
"20210601","경인선","동인천","13669","12859","20210604",""
"20210601","경인선","인천","3506","2628","20210604",""
"20210601","경인선","구일","6933","7072","20210604",""
"20210601","경인선","소사","9041","9000","20210604",""
"20210601","경인선","부개","8556","8076","20210604",""
"20210601","경인선","간석","6039","5781","20210604",""
"20210601","경인선","도원","3320","3438","20210604",""
"20210601","수인선","고색","4039","3750","20210604",""
"20210601","수인선","오목천","3006","2759","20210604",""
"20210601","수인선","어천","685","700","20210604",""
"20210601","수인선","야목","271","201","20210604",""
"20210601","수인선","사리","4162","3717","20210604",""
"20210601","수인선","달월","88","61","20210604",""
"20210601","수인선","월곶","2564","2444","20210604",""
"20210601","수인선","소래포구","5524","5314","20210604",""
"20210601","수인선","인천논현","5645","6009","20210604",""
"20210601","수인선","호구포","3886","4071","20210604",""
"20210601","수인선","남동인더스파크","2331","2640","20210604",""
"20210601","수인선","원인재","4287","4433","20210604",""
"20210601","수인선","연수","4397","4347","20210604",""
"20210601","수인선","송도","2567","2380","20210604",""
"20210601","수인선","인하대","5808","5456","20210604",""
"20210601","3호선","무악재","3843","3873","20210604",""
"20210601","3호선","독립문","7045","7216","20210604",""
"20210601","2호선","성수","35865","39295","20210604",""
"20210601","2호선","건대입구","31374","33930","20210604",""
"20210601","2호선","구의(광진구청)","23334","22990","20210604",""
"20210601","2호선","강변(동서울터미널)","28029","27335","20210604",""
"20210601","2호선","잠실나루","14877","14478","20210604",""
"20210601","2호선","잠실(송파구청)","60347","60502","20210604",""
"20210601","2호선","잠실새내","19876","19869","20210604",""
"20210601","2호선","종합운동장","7693","8303","20210604",""
"20210601","2호선","삼성(무역센터)","50341","51553","20210604",""
"20210601","2호선","선릉","57567","51093","20210604",""
"20210601","수인선","숭의","3967","3771","20210604",""
"20210601","2호선","역삼","51002","56939","20210604",""
"20210601","2호선","신대방","26471","25741","20210604",""
"20210601","2호선","구로디지털단지","61740","62208","20210604",""
"20210601","2호선","대림(구로구청)","24493","25101","20210604",""
"20210601","2호선","신도림","47109","45735","20210604",""
"20210601","3호선","양재(서초구청)","38648","42031","20210604",""
"20210601","3호선","도곡","5375","5604","20210604",""
"20210601","3호선","대치","10672","10812","20210604",""
"20210601","3호선","학여울","1733","1765","20210604",""
"20210601","3호선","대청","9914","9049","20210604",""
"20210601","3호선","일원","10197","9920","20210604",""
"20210601","3호선","수서","16022","16254","20210604",""
"20210601","3호선","가락시장","8884","8813","20210604",""
"20210601","3호선","경찰병원","7323","7372","20210604",""
"20210601","3호선","오금","6177","5577","20210604",""
"20210601","4호선","수유(강북구청)","33388","33108","20210604",""
"20210601","4호선","미아(서울사이버대학)","14450","14123","20210604",""
"20210601","4호선","미아사거리","27074","25936","20210604",""
"20210601","4호선","길음","19915","19470","20210604",""
"20210601","4호선","성신여대입구(돈암)","19060","18107","20210604",""
"20210601","4호선","한성대입구(삼선교)","13744","13356","20210604",""
"20210601","4호선","혜화","29473","29747","20210604",""
"20210601","4호선","동대문","20167","20996","20210604",""
"20210601","4호선","동대문역사문화공원(DDP)","14144","13163","20210604",""
"20210601","4호선","충무로","26194","27045","20210604",""
"20210601","4호선","명동","16816","17333","20210604",""
"20210601","4호선","회현(남대문시장)","23606","25334","20210604",""
"20210601","4호선","서울역","10660","13912","20210604",""
"20210601","4호선","숙대입구(갈월)","12878","12543","20210604",""
"20210601","4호선","삼각지","5099","5432","20210604",""
"20210601","4호선","신용산","15531","16474","20210604",""
"20210601","4호선","이촌(국립중앙박물관)","6969","7885","20210604",""
"20210601","4호선","동작(현충원)","2660","2807","20210604",""
"20210601","4호선","총신대입구(이수)","18729","20296","20210604",""
"20210601","4호선","사당","23419","19751","20210604",""
"20210601","4호선","남태령","1264","1151","20210604",""
"20210601","4호선","당고개","12762","11723","20210604",""
"20210601","4호선","상계","19173","17572","20210604",""
"20210601","4호선","노원","18028","20183","20210604",""
"20210601","4호선","창동","25257","26650","20210604",""
"20210601","4호선","쌍문","29165","26924","20210604",""
"20210601","5호선","방화","6703","6329","20210604",""
"20210601","5호선","개화산","5405","5151","20210604",""
"20210601","5호선","김포공항","6600","6020","20210604",""
"20210601","5호선","송정","6787","6239","20210604",""
"20210601","5호선","마곡","10323","10363","20210604",""
"20210601","5호선","발산","19907","20464","20210604",""
"20210601","5호선","우장산","14299","13901","20210604",""
"20210601","5호선","화곡","28141","26570","20210604",""
"20210601","5호선","길동","7906","8253","20210604",""
"20210601","6호선","새절(신사)","13005","12185","20210604",""
"20210601","6호선","증산(명지대앞)","9978","9762","20210604",""
"20210601","6호선","디지털미디어시티","14303","15475","20210604",""
"20210601","6호선","월드컵경기장(성산)","4422","4584","20210604",""
"20210601","6호선","마포구청","14174","12692","20210604",""
"20210601","6호선","망원","13393","14356","20210604",""
"20210601","6호선","합정","12419","12013","20210604",""
"20210601","6호선","광흥창(서강)","9022","8718","20210604",""
"20210601","6호선","대흥(서강대앞)","7964","8347","20210604",""
"20210601","6호선","공덕","18651","17810","20210604",""
"20210601","6호선","효창공원앞","7042","6379","20210604",""
"20210601","6호선","삼각지","6000","5359","20210604",""
"20210601","6호선","녹사평(용산구청)","4468","4459","20210604",""
"20210601","6호선","이태원","8252","8465","20210604",""
"20210601","6호선","한강진","7178","8331","20210604",""
"20210601","6호선","버티고개","2182","2130","20210604",""
"20210601","6호선","약수","3586","3567","20210604",""
"20210601","6호선","청구","3867","4180","20210604",""
"20210601","6호선","신당","7905","8443","20210604",""
"20210601","6호선","동묘앞","7682","7736","20210604",""
"20210601","6호선","창신","3671","2952","20210604",""
"20210601","6호선","보문","7186","6680","20210604",""
"20210601","6호선","안암(고대병원앞)","9703","9858","20210604",""
"20210601","6호선","고려대(종암)","7580","7299","20210604",""
"20210601","6호선","월곡(동덕여대)","11138","11096","20210604",""
"20210601","6호선","상월곡(한국과학기술연구원)","6370","5730","20210604",""
"20210601","6호선","돌곶이","8937","8437","20210604",""
"20210601","6호선","석계","12271","12777","20210604",""
"20210601","6호선","태릉입구","5347","6052","20210604",""
"20210601","6호선","화랑대(서울여대입구)","11547","9060","20210604",""
"20210601","6호선","봉화산(서울의료원)","9078","8442","20210604",""
"20210601","7호선","장암","2350","877","20210604",""
"20210601","7호선","도봉산","9470","10934","20210604",""
"20210601","7호선","수락산","12555","12496","20210604",""
"20210601","7호선","마들","12503","12016","20210604",""
"20210601","7호선","노원","18563","19786","20210604",""
"20210601","7호선","중계","14675","13335","20210604",""
"20210601","7호선","하계","17531","16478","20210604",""
"20210601","7호선","공릉(서울과학기술대)","11766","11591","20210604",""
"20210601","7호선","태릉입구","8241","8024","20210604",""
"20210601","7호선","먹골","9945","9730","20210604",""
"20210601","7호선","중화","11059","10779","20210604",""
"20210601","7호선","상봉(시외버스터미널)","16840","15930","20210604",""
"20210601","7호선","면목","15880","15486","20210604",""
"20210601","7호선","사가정","16427","16381","20210604",""
"20210601","7호선","용마산(용마폭포공원)","6213","5970","20210604",""
"20210601","7호선","중곡","9979","9074","20210604",""
"20210601","7호선","군자(능동)","14602","11967","20210604",""
"20210601","7호선","어린이대공원(세종대)","13113","13197","20210604",""
"20210601","7호선","건대입구","11455","11718","20210604",""
"20210601","7호선","뚝섬유원지","7991","7932","20210604",""
"20210601","7호선","청담","19676","21892","20210604",""
"20210601","7호선","강남구청","16620","18402","20210604",""
"20210601","7호선","학동","24619","26476","20210604",""
"20210601","7호선","논현","20932","22486","20210604",""
"20210601","7호선","반포","5780","5505","20210604",""
"20210601","7호선","고속터미널","14342","12761","20210604",""
"20210601","7호선","내방","14536","14940","20210604",""
"20210601","7호선","이수","15404","15111","20210604",""
"20210601","7호선","남성","11246","10407","20210604",""
"20210601","7호선","숭실대입구(살피재)","12226","12522","20210604",""
"20210601","7호선","상도","10733","10352","20210604",""
"20210601","7호선","장승배기","9727","9523","20210604",""
"20210601","7호선","신대방삼거리","16316","15584","20210604",""
"20210601","7호선","보라매","9691","9736","20210604",""
"20210601","7호선","신풍","11952","11227","20210604",""
"20210601","7호선","대림(구로구청)","7794","7855","20210604",""
"20210601","7호선","남구로","16718","17550","20210604",""
"20210601","7호선","가산디지털단지","48775","49238","20210604",""
"20210601","7호선","철산","21533","22083","20210604",""
"20210601","7호선","광명사거리","22245","21866","20210604",""
"20210601","7호선","천왕","11793","11225","20210604",""
"20210601","7호선","온수(성공회대입구)","11155","10216","20210604",""
"20210601","7호선","까치울","7852","7616","20210604",""
"20210601","7호선","부천종합운동장","4797","4260","20210604",""
"20210601","7호선","춘의","9935","9764","20210604",""
"20210601","7호선","신중동","14502","14275","20210604",""
"20210601","7호선","부천시청","12595","12545","20210604",""
"20210601","7호선","상동","12798","13356","20210604",""
"20210601","7호선","삼산체육관","5431","4962","20210604",""
"20210601","7호선","굴포천","9072","9587","20210604",""
"20210601","7호선","부평구청","8248","7085","20210604",""
"20210601","8호선","암사","19237","16800","20210604",""
"20210601","8호선","천호(풍납토성)","14619","16597","20210604",""
"20210601","8호선","강동구청","10401","10789","20210604",""
"20210601","8호선","몽촌토성(평화의문)","5857","6101","20210604",""
"20210601","2호선","문래","21655","22203","20210604",""
"20210601","2호선","영등포구청","23362","23765","20210604",""
"20210601","2호선","당산","19066","22212","20210604",""
"20210601","2호선","합정","29818","31242","20210604",""
"20210601","2호선","홍대입구","45255","47425","20210604",""
"20210601","2호선","신촌","30568","31695","20210604",""
"20210601","2호선","이대","12615","13172","20210604",""
"20210601","2호선","아현","10902","10183","20210604",""
"20210601","2호선","충정로(경기대입구)","10261","10742","20210604",""
"20210601","2호선","신답","1633","1888","20210604",""
"20210601","2호선","신설동","2968","3108","20210604",""
"20210601","2호선","도림천","1473","1543","20210604",""
"20210601","2호선","양천구청","6865","7234","20210604",""
"20210601","2호선","신정네거리","10300","10609","20210604",""
"20210601","2호선","용두(동대문구청)","2318","2420","20210604",""
"20210601","3호선","지축","4187","4012","20210604",""
"20210601","3호선","구파발","20139","18948","20210604",""
"20210601","3호선","연신내","36662","34519","20210604",""
"20210601","3호선","불광","16329","17386","20210604",""
"20210601","3호선","녹번","15160","13995","20210604",""
"20210601","3호선","홍제","17477","16435","20210604",""
"20210601","8호선","잠실(송파구청)","12347","14575","20210604",""
"20210601","8호선","석촌","7500","8652","20210604",""
"20210601","8호선","송파","7804","7700","20210604",""
"20210601","8호선","가락시장","7463","8238","20210604",""
"20210601","8호선","문정","22251","23465","20210604",""
"20210601","8호선","장지","16863","15975","20210604",""
"20210601","8호선","복정","11209","9505","20210604",""
"20210601","8호선","산성","6061","6108","20210604",""
"20210601","8호선","남한산성입구(성남법원.검찰청)","13990","13073","20210604",""
"20210601","8호선","단대오거리","10496","10043","20210604",""
"20210601","8호선","수진","4921","4534","20210604",""
"20210601","8호선","모란","4022","3137","20210604",""
"20210601","9호선","개화","2681","1825","20210604",""
"20210601","9호선","김포공항","6905","9584","20210604",""
"20210601","9호선","공항시장","2950","3110","20210604",""
"20210601","9호선","신방화","6778","6505","20210604",""
"20210601","9호선","마곡나루(서울식물원)","11181","11275","20210604",""
"20210601","9호선","양천향교","9666","9891","20210604",""
"20210601","9호선","가양","20047","19656","20210604",""
"20210601","9호선","증미","7610","7566","20210604",""
"20210601","9호선","등촌","11347","11216","20210604",""
"20210601","9호선","염창","17075","16722","20210604",""
"20210601","9호선","신목동","3954","3622","20210604",""
"20210601","9호선","선유도","8358","8205","20210604",""
"20210601","9호선","당산","17682","17737","20210604",""
"20210601","9호선","국회의사당","15945","16770","20210604",""
"20210601","9호선","여의도","26636","25563","20210604",""
"20210601","9호선","샛강","5830","6124","20210604",""
"20210601","9호선","노량진","25168","24424","20210604",""
"20210601","9호선","노들","4448","3788","20210604",""
"20210601","9호선","흑석(중앙대입구)","7799","8169","20210604",""
"20210601","9호선","동작(현충원)","2156","1749","20210604",""
"20210601","경강선","경기광주","7030","6782","20210604",""
"20210601","경강선","초월","3097","2905","20210604",""
"20210601","경강선","곤지암","1979","1974","20210604",""
"20210601","경강선","신둔도예촌","1403","1283","20210604",""
"20210601","경강선","이천","2330","2433","20210604",""
"20210601","경강선","부발","1762","1795","20210604",""
"20210601","경강선","세종대왕릉","300","273","20210604",""
"20210601","경강선","여주","1972","1971","20210604",""
"20210601","경부선","서울역","4296","1414","20210604",""
"20210601","경부선","남영","9644","10078","20210604",""
"20210601","경부선","용산","28080","28760","20210604",""
"20210601","경부선","노량진","8055","8445","20210604",""
"20210601","경부선","대방","13153","13384","20210604",""
"20210601","경부선","영등포","33564","34833","20210604",""
"20210601","경부선","신도림","4300","4315","20210604",""
"20210601","경부선","신길","9578","8082","20210604",""
"20210601","경부선","구로","19273","19624","20210604",""
"20210601","경부선","가산디지털단지","19033","21987","20210604",""
"20210601","경부선","금천구청","12073","12101","20210604",""
"20210601","경부선","성환","3796","3862","20210604",""
"20210601","경부선","직산","755","754","20210604",""
"20210601","경부선","두정","5088","5315","20210604",""
"20210601","경부선","천안","4598","4573","20210604",""
"20210601","경부선","당정","6343","6147","20210604",""
"20210601","경부선","서동탄","1570","1404","20210604",""
"20210601","경부선","광명","2994","2673","20210604",""
"20210601","경원선","이촌(국립중앙박물관)","3778","2856","20210604",""
"20210601","경원선","서빙고","1947","1776","20210604",""
"20210601","경원선","한남","4195","3940","20210604",""
"20210601","경원선","옥수","55","42","20210604",""
"20210601","경원선","응봉","1818","1489","20210604",""
"20210601","경원선","왕십리(성동구청)","13060","14538","20210604",""
"20210601","경원선","청량리(서울시립대입구)","13472","14369","20210604",""
"20210601","경원선","외대앞","6903","6817","20210604",""
"20210601","경원선","신이문","8371","7778","20210604",""
"20210601","경원선","석계","7824","8967","20210604",""
"20210601","경원선","광운대","8962","8551","20210604",""
"20210601","경원선","월계","6828","6580","20210604",""
"20210601","경원선","녹천","4794","4034","20210604",""
"20210601","경원선","방학","9303","9309","20210604",""
"20210601","경원선","도봉","5982","5756","20210604",""
"20210601","경원선","도봉산","7561","4679","20210604",""
"20210601","경원선","망월사","7589","7665","20210604",""
"20210601","경원선","회룡","12563","12361","20210604",""
"20210601","경원선","의정부","17416","17874","20210604",""
"20210601","경원선","가능","6506","6212","20210604",""
"20210601","경원선","녹양","4522","4437","20210604",""
"20210601","경원선","양주","7609","7013","20210604",""
"20210601","경원선","덕계","3172","2880","20210604",""
"20210601","경원선","덕정","6188","5926","20210604",""
"20210601","경원선","지행","6121","6234","20210604",""
"20210601","경원선","동두천중앙","3026","2919","20210604",""
"20210601","경원선","보산","1411","1262","20210604",""
"20210601","경원선","동두천","2103","2312","20210604",""
"20210601","경원선","소요산","2499","2097","20210604",""
"20210601","경의선","서울역","4263","5355","20210604",""
"20210601","경의선","신촌","850","999","20210604",""
"20210601","경의선","효창공원앞","2916","3394","20210604",""
"20210601","경의선","공덕","3489","3164","20210604",""
"20210601","경의선","서강대","2050","1999","20210604",""
"20210601","경의선","홍대입구","1514","1702","20210604",""
"20210601","경인선","온수(성공회대입구)","7061","6844","20210604",""
"20210601","경인선","중동","9315","8821","20210604",""
"20210601","경인선","도화","4281","4004","20210604",""
"20210601","경춘선","신내","1725","1761","20210604",""
"20210601","경춘선","갈매","3217","2748","20210604",""
"20210601","경춘선","별내","3105","2896","20210604",""
"20210601","경춘선","퇴계원","3641","3334","20210604",""
"20210601","경춘선","사릉","3552","3400","20210604",""
"20210601","경춘선","금곡","1627","1552","20210604",""
"20210601","경춘선","평내호평","6343","6264","20210604",""
"20210601","경춘선","천마산","1699","1579","20210604",""
"20210601","경춘선","마석","3891","3821","20210604",""
"20210601","경춘선","대성리","449","412","20210604",""
"20210601","경춘선","청평","1489","1475","20210604",""
"20210601","경춘선","상천","271","276","20210604",""
"20210601","경춘선","가평","1411","1468","20210604",""
"20210601","경춘선","굴봉산","119","134","20210604",""
"20210601","경춘선","백양리","71","62","20210604",""
"20210601","경춘선","강촌","427","429","20210604",""
"20210601","경춘선","김유정","232","244","20210604",""
"20210601","경춘선","남춘천","2033","2035","20210604",""
"20210601","경춘선","춘천","1258","1208","20210604",""
"20210601","공항철도 1호선","서울역","6019","5676","20210604",""
"20210601","공항철도 1호선","공덕","2237","2766","20210604",""
"20210601","공항철도 1호선","홍대입구","7983","7984","20210604",""
"20210601","공항철도 1호선","디지털미디어시티","14306","12998","20210604",""
"20210601","공항철도 1호선","마곡나루(서울식물원)","8473","8114","20210604",""
"20210601","공항철도 1호선","김포공항","10366","5971","20210604",""
"20210601","공항철도 1호선","계양","9162","8535","20210604",""
"20210601","공항철도 1호선","검암","6707","6651","20210604",""
"20210601","공항철도 1호선","청라국제도시","6419","6066","20210604",""
"20210601","공항철도 1호선","운서","6138","6020","20210604",""
"20210601","공항철도 1호선","공항화물청사","2287","2440","20210604",""
"20210601","공항철도 1호선","인천공항1터미널","2992","3111","20210604",""
"20210601","공항철도 1호선","인천공항2터미널","1763","1826","20210604",""
"20210601","공항철도 1호선","영종","2780","2784","20210604",""
"20210601","과천선","선바위","8567","7520","20210604",""
"20210601","과천선","경마공원","1349","1329","20210604",""
"20210601","과천선","대공원","3370","3471","20210604",""
"20210601","과천선","과천","5629","5136","20210604",""
"20210601","과천선","정부과천청사","10131","10152","20210604",""
"20210601","과천선","인덕원","23918","24224","20210604",""
"20210601","과천선","평촌","18149","17976","20210604",""
"20210601","과천선","범계","24986","24691","20210604",""
"20210601","분당선","선릉","13642","20744","20210604",""
"20210601","분당선","한티","13556","14648","20210604",""
"20210601","분당선","도곡","6762","6580","20210604",""
"20210601","분당선","구룡","2027","1930","20210604",""
"20210601","분당선","개포동","3789","3904","20210604",""
"20210601","분당선","대모산입구","3541","3296","20210604",""
"20210601","분당선","수서","12656","12872","20210604",""
"20210601","분당선","복정","1","0","20210604",""
"20210601","분당선","수원","7699","6233","20210604",""
"20210601","분당선","서울숲","10587","10869","20210604",""
"20210601","분당선","압구정로데오","17938","19545","20210604",""
"20210601","분당선","강남구청","9931","11271","20210604",""
"20210601","분당선","선정릉","8093","8792","20210604",""
"20210601","분당선","가천대","8306","9244","20210604",""
"20210601","분당선","태평","13413","12976","20210604",""
"20210601","분당선","모란","19223","19240","20210604",""
"20210601","분당선","야탑","24880","26043","20210604",""
"20210601","분당선","서현","23321","23628","20210604",""
"20210601","분당선","수내","12875","12993","20210604",""
"20210601","분당선","정자","17068","17999","20210604",""
"20210601","분당선","미금","15149","16203","20210604",""
"20210601","분당선","오리","11826","9867","20210604",""
"20210601","분당선","이매","5504","5086","20210604",""
"20210601","분당선","보정","2575","2252","20210604",""
"20210601","분당선","죽전","12890","14280","20210604",""
"20210601","분당선","구성","4943","5064","20210604",""
"20210601","분당선","신갈","4544","4520","20210604",""
"20210601","분당선","기흥","9536","8812","20210604",""
"20210601","분당선","상갈","5195","5077","20210604",""
"20210601","분당선","청명","4229","4064","20210604",""
"20210601","분당선","영통","8064","8190","20210604",""
"20210601","분당선","망포","13858","13198","20210604",""
"20210601","분당선","매탄권선","4761","4777","20210604",""
"20210601","분당선","수원시청","12227","13000","20210604",""
"20210601","분당선","매교","2943","2955","20210604",""
"20210601","2호선","뚝섬","21524","23247","20210604",""
"20210601","2호선","한양대","8476","9055","20210604",""
"20210601","2호선","왕십리(성동구청)","15263","12391","20210604",""
"20210601","2호선","상왕십리","14062","13768","20210604",""
"20210601","2호선","신당","13482","13811","20210604",""
"20210601","2호선","동대문역사문화공원(DDP)","11387","12559","20210604",""
"20210601","2호선","을지로4가","12965","12802","20210604",""
"20210601","2호선","을지로3가","21561","21649","20210604",""
"20210601","2호선","을지로입구","37769","39143","20210604",""
"20210601","2호선","시청","23000","22532","20210604",""
"20210601","1호선","청량리(서울시립대입구)","19471","19469","20210604",""
