"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20210501","3호선","종로3가","5556","7468","20210504",""
"20210501","3호선","안국","11257","12531","20210504",""
"20210501","3호선","경복궁(정부서울청사)","12030","11754","20210504",""
"20210501","3호선","독립문","4691","4856","20210504",""
"20210501","3호선","무악재","2329","2347","20210504",""
"20210501","3호선","홍제","11067","10484","20210504",""
"20210501","3호선","녹번","8506","7442","20210504",""
"20210501","3호선","불광","10991","12268","20210504",""
"20210501","3호선","연신내","25734","24119","20210504",""
"20210501","3호선","구파발","12266","12386","20210504",""
"20210501","3호선","지축","2074","2059","20210504",""
"20210501","2호선","용두(동대문구청)","1566","1527","20210504",""
"20210501","2호선","신정네거리","6788","6700","20210504",""
"20210501","2호선","양천구청","3902","4004","20210504",""
"20210501","2호선","도림천","656","686","20210504",""
"20210501","2호선","신설동","2989","2727","20210504",""
"20210501","2호선","신답","862","920","20210504",""
"20210501","2호선","용답","1866","1758","20210504",""
"20210501","2호선","충정로(경기대입구)","5176","5656","20210504",""
"20210501","2호선","아현","6500","6272","20210504",""
"20210501","2호선","이대","8526","8745","20210504",""
"20210501","2호선","신촌","27123","27003","20210504",""
"20210501","2호선","홍대입구","57658","59726","20210504",""
"20210501","2호선","합정","24754","26036","20210504",""
"20210501","2호선","당산","10871","11926","20210504",""
"20210501","2호선","영등포구청","11203","11458","20210504",""
"20210501","2호선","문래","10628","11187","20210504",""
"20210501","2호선","신도림","37580","37900","20210504",""
"20210501","2호선","대림(구로구청)","16474","17654","20210504",""
"20210501","2호선","구로디지털단지","29607","28754","20210504",""
"20210501","2호선","신대방","17657","17251","20210504",""
"20210501","2호선","신림","44694","42146","20210504",""
"20210501","2호선","봉천","15145","14257","20210504",""
"20210501","2호선","서울대입구(관악구청)","33592","32178","20210504",""
"20210501","2호선","낙성대(강감찬)","18771","17665","20210504",""
"20210501","2호선","사당","25293","27730","20210504",""
"20210501","2호선","방배","8794","9217","20210504",""
"20210501","2호선","서초","10236","8890","20210504",""
"20210501","2호선","교대(법원.검찰청)","14843","16632","20210504",""
"20210501","2호선","강남","51837","50791","20210504",""
"20210501","2호선","역삼","16362","17570","20210504",""
"20210501","2호선","선릉","20328","18438","20210504",""
"20210501","2호선","삼성(무역센터)","29119","28967","20210504",""
"20210501","2호선","종합운동장","5062","5516","20210504",""
"20210501","2호선","잠실새내","15104","15715","20210504",""
"20210501","2호선","잠실(송파구청)","55405","53059","20210504",""
"20210501","2호선","잠실나루","6579","6598","20210504",""
"20210501","2호선","강변(동서울터미널)","23363","24802","20210504",""
"20210501","2호선","구의(광진구청)","14184","13855","20210504",""
"20210501","2호선","건대입구","30565","31928","20210504",""
"20210501","2호선","성수","15048","16651","20210504",""
"20210501","2호선","뚝섬","11703","11781","20210504",""
"20210501","2호선","한양대","3024","2921","20210504",""
"20210501","2호선","왕십리(성동구청)","11695","10140","20210504",""
"20210501","2호선","상왕십리","8640","8027","20210504",""
"20210501","2호선","신당","9731","10064","20210504",""
"20210501","2호선","동대문역사문화공원(DDP)","9182","9565","20210504",""
"20210501","2호선","을지로4가","6097","6223","20210504",""
"20210501","2호선","을지로3가","9184","9131","20210504",""
"20210501","2호선","을지로입구","18137","17849","20210504",""
"20210501","2호선","시청","6905","5907","20210504",""
"20210501","1호선","청량리(서울시립대입구)","15950","16097","20210504",""
"20210501","1호선","제기동","13612","13889","20210504",""
"20210501","1호선","신설동","7777","7497","20210504",""
"20210501","1호선","동대문","11032","10116","20210504",""
"20210501","1호선","종로5가","18029","17366","20210504",""
"20210501","1호선","종로3가","19003","18406","20210504",""
"20210501","1호선","종각","16189","14738","20210504",""
"20210501","1호선","시청","8253","8774","20210504",""
"20210501","1호선","동묘앞","9578","9794","20210504",""
"20210501","1호선","서울역","26548","27986","20210504",""
"20210501","6호선","구산","4638","3511","20210504",""
"20210501","6호선","새절(신사)","7755","7358","20210504",""
"20210501","6호선","증산(명지대앞)","6477","6467","20210504",""
"20210501","6호선","디지털미디어시티","5935","6138","20210504",""
"20210501","6호선","월드컵경기장(성산)","3735","3762","20210504",""
"20210501","6호선","마포구청","8098","7380","20210504",""
"20210501","6호선","망원","11624","12657","20210504",""
"20210501","6호선","합정","11014","9950","20210504",""
"20210501","6호선","상수","7579","8666","20210504",""
"20210501","6호선","광흥창(서강)","4644","4421","20210504",""
"20210501","6호선","대흥(서강대앞)","4913","4921","20210504",""
"20210501","6호선","공덕","9153","8342","20210504",""
"20210501","6호선","효창공원앞","3974","3641","20210504",""
"20210501","6호선","삼각지","4425","3373","20210504",""
"20210501","6호선","녹사평(용산구청)","4616","4846","20210504",""
"20210501","6호선","이태원","10768","10839","20210504",""
"20210501","6호선","한강진","7201","8293","20210504",""
"20210501","6호선","버티고개","1373","1411","20210504",""
"20210501","6호선","약수","2046","2135","20210504",""
"20210501","6호선","청구","2144","2241","20210504",""
"20210501","6호선","신당","5745","4672","20210504",""
"20210501","6호선","동묘앞","7680","6904","20210504",""
"20210501","경의선","곡산","347","337","20210504",""
"20210501","6호선","창신","2003","1735","20210504",""
"20210501","6호선","보문","4499","4139","20210504",""
"20210501","6호선","안암(고대병원앞)","6050","5692","20210504",""
"20210501","6호선","고려대(종암)","4693","4500","20210504",""
"20210501","6호선","월곡(동덕여대)","6426","6200","20210504",""
"20210501","6호선","상월곡(한국과학기술연구원)","3624","3249","20210504",""
"20210501","6호선","돌곶이","5401","5017","20210504",""
"20210501","6호선","석계","7693","7662","20210504",""
"20210501","6호선","태릉입구","3650","3913","20210504",""
"20210501","6호선","화랑대(서울여대입구)","6127","5114","20210504",""
"20210501","6호선","봉화산(서울의료원)","4647","4519","20210504",""
"20210501","7호선","장암","1220","935","20210504",""
"20210501","7호선","도봉산","5198","7206","20210504",""
"20210501","7호선","수락산","8708","8528","20210504",""
"20210501","7호선","마들","7597","7140","20210504",""
"20210501","7호선","노원","13952","14244","20210504",""
"20210501","7호선","중계","7978","7056","20210504",""
"20210501","7호선","하계","10737","10094","20210504",""
"20210501","7호선","공릉(서울과학기술대)","7922","7618","20210504",""
"20210501","7호선","태릉입구","5548","5033","20210504",""
"20210501","7호선","먹골","7306","7074","20210504",""
"20210501","7호선","중화","6970","6684","20210504",""
"20210501","7호선","상봉(시외버스터미널)","11505","10756","20210504",""
"20210501","7호선","면목","9696","9460","20210504",""
"20210501","7호선","사가정","10906","10553","20210504",""
"20210501","7호선","용마산(용마폭포공원)","3832","3647","20210504",""
"20210501","7호선","중곡","5982","5593","20210504",""
"20210501","7호선","군자(능동)","9283","7202","20210504",""
"20210501","7호선","어린이대공원(세종대)","7579","7125","20210504",""
"20210501","7호선","건대입구","9769","9858","20210504",""
"20210501","7호선","뚝섬유원지","5392","5260","20210504",""
"20210501","7호선","청담","9741","10548","20210504",""
"20210501","7호선","강남구청","9064","10007","20210504",""
"20210501","7호선","학동","8982","9628","20210504",""
"20210501","7호선","논현","9820","10704","20210504",""
"20210501","7호선","반포","3789","3527","20210504",""
"20210501","7호선","고속터미널","12226","9514","20210504",""
"20210501","7호선","내방","7021","6898","20210504",""
"20210501","7호선","이수","10377","9687","20210504",""
"20210501","7호선","남성","6670","6295","20210504",""
"20210501","7호선","숭실대입구(살피재)","7264","7381","20210504",""
"20210501","7호선","상도","6546","6198","20210504",""
"20210501","7호선","장승배기","6132","5738","20210504",""
"20210501","경의선","계양","1","0","20210504",""
"20210501","7호선","신대방삼거리","9782","9325","20210504",""
"20210501","7호선","보라매","5179","4945","20210504",""
"20210501","7호선","신풍","7270","7049","20210504",""
"20210501","7호선","대림(구로구청)","7220","7235","20210504",""
"20210501","7호선","남구로","7952","8037","20210504",""
"20210501","7호선","가산디지털단지","13779","12664","20210504",""
"20210501","7호선","철산","13522","13581","20210504",""
"20210501","7호선","광명사거리","15068","14954","20210504",""
"20210501","7호선","천왕","5878","5575","20210504",""
"20210501","7호선","온수(성공회대입구)","4961","4853","20210504",""
"20210501","7호선","까치울","4825","4695","20210504",""
"20210501","7호선","부천종합운동장","2648","2527","20210504",""
"20210501","7호선","춘의","4331","4171","20210504",""
"20210501","7호선","신중동","8580","8322","20210504",""
"20210501","7호선","부천시청","8603","8433","20210504",""
"20210501","7호선","상동","9204","9225","20210504",""
"20210501","7호선","삼산체육관","2960","2836","20210504",""
"20210501","7호선","굴포천","5739","6021","20210504",""
"20210501","7호선","부평구청","6196","5516","20210504",""
"20210501","8호선","암사","10837","10270","20210504",""
"20210501","8호선","천호(풍납토성)","10736","12825","20210504",""
"20210501","8호선","강동구청","5319","5309","20210504",""
"20210501","8호선","몽촌토성(평화의문)","3344","3325","20210504",""
"20210501","8호선","잠실(송파구청)","12089","13600","20210504",""
"20210501","8호선","석촌","5233","6281","20210504",""
"20210501","8호선","송파","4889","4884","20210504",""
"20210501","8호선","가락시장","5236","5152","20210504",""
"20210501","8호선","문정","7782","7978","20210504",""
"20210501","8호선","장지","11150","10197","20210504",""
"20210501","8호선","복정","6012","5160","20210504",""
"20210501","8호선","산성","4047","4210","20210504",""
"20210501","8호선","남한산성입구(성남법원.검찰청)","7665","6994","20210504",""
"20210501","8호선","단대오거리","6550","6126","20210504",""
"20210501","8호선","신흥","3350","3535","20210504",""
"20210501","8호선","수진","3451","3146","20210504",""
"20210501","8호선","모란","3020","2726","20210504",""
"20210501","9호선","개화","1288","1077","20210504",""
"20210501","9호선","김포공항","7751","11500","20210504",""
"20210501","9호선","공항시장","2098","2187","20210504",""
"20210501","9호선","신방화","4103","4065","20210504",""
"20210501","9호선","마곡나루(서울식물원)","7236","7108","20210504",""
"20210501","9호선","양천향교","5204","5097","20210504",""
"20210501","9호선","가양","12301","11673","20210504",""
"20210501","9호선","증미","3690","3607","20210504",""
"20210501","9호선","등촌","6385","6302","20210504",""
"20210501","9호선","염창","10277","9441","20210504",""
"20210501","9호선","신목동","2054","1733","20210504",""
"20210501","9호선","선유도","3408","3357","20210504",""
"20210501","9호선","당산","11175","10484","20210504",""
"20210501","9호선","국회의사당","4086","4386","20210504",""
"20210501","9호선","여의도","12402","10917","20210504",""
"20210501","9호선","샛강","2390","2291","20210504",""
"20210501","5호선","둔촌동","5156","5188","20210504",""
"20210501","9호선","노들","2849","2431","20210504",""
"20210501","9호선","흑석(중앙대입구)","4591","4725","20210504",""
"20210501","9호선","동작(현충원)","1205","998","20210504",""
"20210501","9호선","구반포","1954","2088","20210504",""
"20210501","9호선","신반포","1889","1784","20210504",""
"20210501","9호선","고속터미널","11244","16329","20210504",""
"20210501","9호선","사평","1828","1711","20210504",""
"20210501","9호선","신논현","22747","22080","20210504",""
"20210501","9호선2~3단계","언주","5248","5258","20210504",""
"20210501","9호선2~3단계","선정릉","4366","4930","20210504",""
"20210501","9호선2~3단계","삼성중앙","2754","2782","20210504",""
"20210501","9호선2~3단계","봉은사","10199","10736","20210504",""
"20210501","9호선2~3단계","종합운동장","3011","2657","20210504",""
"20210501","9호선2~3단계","삼전","4199","4035","20210504",""
"20210501","9호선2~3단계","석촌고분","3627","3588","20210504",""
"20210501","9호선2~3단계","석촌","5515","4623","20210504",""
"20210501","9호선2~3단계","송파나루","3654","3745","20210504",""
"20210501","9호선2~3단계","한성백제","1461","1241","20210504",""
"20210501","9호선2~3단계","올림픽공원(한국체대)","3200","3267","20210504",""
"20210501","9호선2~3단계","둔촌오륜","508","485","20210504",""
"20210501","9호선2~3단계","중앙보훈병원","3600","3386","20210504",""
"20210501","경강선","판교","2568","2314","20210504",""
"20210501","경강선","이매","706","579","20210504",""
"20210501","경강선","삼동","1285","1162","20210504",""
"20210501","경강선","경기광주","4341","4123","20210504",""
"20210501","경강선","초월","1896","1753","20210504",""
"20210501","경강선","곤지암","1484","1685","20210504",""
"20210501","경강선","신둔도예촌","835","886","20210504",""
"20210501","경강선","이천","2245","2459","20210504",""
"20210501","경강선","부발","1406","1303","20210504",""
"20210501","경강선","세종대왕릉","241","276","20210504",""
"20210501","경강선","여주","1729","2067","20210504",""
"20210501","경부선","서울역","5011","1588","20210504",""
"20210501","경부선","남영","4910","5197","20210504",""
"20210501","경부선","용산","29764","32555","20210504",""
"20210501","경부선","노량진","7681","7173","20210504",""
"20210501","경부선","대방","6944","7122","20210504",""
"20210501","경부선","영등포","36895","38077","20210504",""
"20210501","경부선","신도림","2600","2722","20210504",""
"20210501","경부선","신길","5591","4669","20210504",""
"20210501","경부선","구로","11880","12428","20210504",""
"20210501","경부선","가산디지털단지","5335","7374","20210504",""
"20210501","경부선","금천구청","7234","7230","20210504",""
"20210501","경부선","석수","5897","5387","20210504",""
"20210501","경부선","관악","5105","4771","20210504",""
"20210501","경부선","안양","16350","16210","20210504",""
"20210501","경부선","명학","4425","4278","20210504",""
"20210501","경부선","금정","16305","16203","20210504",""
"20210501","경부선","군포","3740","3430","20210504",""
"20210501","경부선","의왕","5181","5014","20210504",""
"20210501","경부선","성균관대","8978","9023","20210504",""
"20210501","경부선","화서","4568","4413","20210504",""
"20210501","경부선","수원","35438","38282","20210504",""
"20210501","경부선","독산","7526","7443","20210504",""
"20210501","경부선","세류","2113","2223","20210504",""
"20210501","경부선","병점","10494","10630","20210504",""
"20210501","경부선","세마","1907","1693","20210504",""
"20210501","경부선","오산대","2439","2239","20210504",""
"20210501","경부선","오산","8381","7972","20210504",""
"20210501","경부선","진위","916","815","20210504",""
"20210501","경부선","송탄","4151","3761","20210504",""
"20210501","경부선","서정리","4846","4393","20210504",""
"20210501","경부선","지제","2035","2028","20210504",""
"20210501","경부선","평택","12024","11431","20210504",""
"20210501","경부선","성환","2762","2539","20210504",""
"20210501","경부선","직산","526","525","20210504",""
"20210501","경부선","두정","4831","4861","20210504",""
"20210501","경부선","천안","5567","5835","20210504",""
"20210501","경부선","당정","3599","3392","20210504",""
"20210501","경부선","서동탄","958","975","20210504",""
"20210501","경부선","광명","2157","2037","20210504",""
"20210501","경원선","이촌(국립중앙박물관)","2552","1829","20210504",""
"20210501","경원선","서빙고","1085","989","20210504",""
"20210501","경원선","한남","2433","2342","20210504",""
"20210501","경원선","옥수","26","38","20210504",""
"20210501","경원선","응봉","1249","1067","20210504",""
"20210501","경원선","왕십리(성동구청)","10831","12175","20210504",""
"20210501","경원선","청량리(서울시립대입구)","13618","15187","20210504",""
"20210501","경원선","외대앞","5265","5154","20210504",""
"20210501","경원선","신이문","5520","5057","20210504",""
"20210501","경원선","석계","5729","6108","20210504",""
"20210501","경원선","광운대","5271","5048","20210504",""
"20210501","경원선","월계","3989","3721","20210504",""
"20210501","경원선","녹천","2993","2554","20210504",""
"20210501","경원선","방학","6203","6124","20210504",""
"20210501","경원선","도봉","3758","3568","20210504",""
"20210501","경원선","도봉산","6844","4659","20210504",""
"20210501","경원선","망월사","4714","4830","20210504",""
"20210501","경원선","회룡","8088","8098","20210504",""
"20210501","경원선","의정부","15558","16291","20210504",""
"20210501","경원선","가능","4462","4265","20210504",""
"20210501","경원선","녹양","2886","2853","20210504",""
"20210501","경원선","양주","5338","5183","20210504",""
"20210501","경원선","덕계","1776","1618","20210504",""
"20210501","경원선","덕정","3485","3281","20210504",""
"20210501","경원선","지행","4672","4622","20210504",""
"20210501","경원선","동두천중앙","2123","2162","20210504",""
"20210501","경원선","보산","1803","1718","20210504",""
"20210501","경원선","동두천","1349","1715","20210504",""
"20210501","경원선","소요산","2796","2464","20210504",""
"20210501","경의선","서울역","1052","1237","20210504",""
"20210501","경의선","신촌","332","336","20210504",""
"20210501","경의선","효창공원앞","1545","1755","20210504",""
"20210501","경의선","공덕","2369","1758","20210504",""
"20210501","경의선","서강대","1493","1470","20210504",""
"20210501","경의선","홍대입구","1680","2146","20210504",""
"20210501","경의선","가좌","3468","3302","20210504",""
"20210501","경의선","디지털미디어시티","1519","1448","20210504",""
"20210501","경의선","수색","1018","1022","20210504",""
"20210501","경의선","화전","1006","933","20210504",""
"20210501","경의선","강매","1714","1595","20210504",""
"20210501","경의선","행신","4484","4592","20210504",""
"20210501","경의선","능곡","2502","2429","20210504",""
"20210501","경의선","백마","3899","3661","20210504",""
"20210501","경의선","풍산","3797","3566","20210504",""
"20210501","경의선","일산","5307","5171","20210504",""
"20210501","경의선","탄현","4611","4413","20210504",""
"20210501","경의선","야당","4839","4617","20210504",""
"20210501","경의선","운정","4093","3872","20210504",""
"20210501","경의선","금릉","3193","3040","20210504",""
"20210501","경의선","금촌","4902","4938","20210504",""
"20210501","경의선","월롱","1105","1073","20210504",""
"20210501","경의선","파주","704","575","20210504",""
"20210501","경의선","문산","3866","3788","20210504",""
"20210501","경의선","임진강","33","27","20210504",""
"20210501","경인선","개봉","14394","14139","20210504",""
"20210501","경인선","오류동","8060","7441","20210504",""
"20210501","경인선","역곡","17957","17479","20210504",""
"20210501","경인선","부천","26633","27124","20210504",""
"20210501","경인선","송내","16264","15941","20210504",""
"20210501","경인선","부평","27725","30120","20210504",""
"20210501","경인선","백운","4947","4921","20210504",""
"20210501","경인선","동암","11203","11221","20210504",""
"20210501","경인선","주안","14368","12701","20210504",""
"20210501","경인선","제물포","6609","6289","20210504",""
"20210501","경인선","동인천","10490","10349","20210504",""
"20210501","경인선","인천","3752","3207","20210504",""
"20210501","경인선","구일","4077","3757","20210504",""
"20210501","경인선","소사","6954","6751","20210504",""
"20210501","경인선","부개","5570","5212","20210504",""
"20210501","경인선","간석","3878","3897","20210504",""
"20210501","경인선","도원","1819","1826","20210504",""
"20210501","경인선","온수(성공회대입구)","4501","4156","20210504",""
"20210501","경인선","중동","5758","5448","20210504",""
"20210501","경인선","도화","2759","2617","20210504",""
"20210501","경춘선","신내","842","854","20210504",""
"20210501","경춘선","갈매","1615","1412","20210504",""
"20210501","경춘선","별내","1809","1748","20210504",""
"20210501","경춘선","퇴계원","2194","2036","20210504",""
"20210501","경춘선","사릉","1890","1877","20210504",""
"20210501","경춘선","금곡","899","865","20210504",""
"20210501","경춘선","평내호평","3720","3671","20210504",""
"20210501","경춘선","천마산","1110","1101","20210504",""
"20210501","경춘선","마석","2742","2596","20210504",""
"20210501","경춘선","대성리","445","475","20210504",""
"20210501","경춘선","청평","1265","1405","20210504",""
"20210501","경춘선","상천","266","286","20210504",""
"20210501","경춘선","가평","1412","1612","20210504",""
"20210501","경춘선","굴봉산","200","208","20210504",""
"20210501","경춘선","백양리","105","103","20210504",""
"20210501","경춘선","강촌","461","519","20210504",""
"20210501","경춘선","김유정","419","537","20210504",""
"20210501","경춘선","남춘천","1949","2178","20210504",""
"20210501","경춘선","춘천","1303","1282","20210504",""
"20210501","공항철도 1호선","서울역","6245","6707","20210504",""
"20210501","공항철도 1호선","공덕","1348","2099","20210504",""
"20210501","공항철도 1호선","홍대입구","11150","11187","20210504",""
"20210501","공항철도 1호선","디지털미디어시티","4503","4312","20210504",""
"20210501","공항철도 1호선","마곡나루(서울식물원)","2534","2763","20210504",""
"20210501","공항철도 1호선","김포공항","10076","5468","20210504",""
"20210501","공항철도 1호선","계양","5719","5308","20210504",""
"20210501","공항철도 1호선","검암","4122","4184","20210504",""
"20210501","공항철도 1호선","청라국제도시","3583","3444","20210504",""
"20210501","공항철도 1호선","운서","4945","5180","20210504",""
"20210501","공항철도 1호선","공항화물청사","1188","1236","20210504",""
"20210501","공항철도 1호선","인천공항1터미널","2625","2895","20210504",""
"20210501","공항철도 1호선","인천공항2터미널","1492","1399","20210504",""
"20210501","공항철도 1호선","영종","2439","2580","20210504",""
"20210501","과천선","선바위","4410","3851","20210504",""
"20210501","과천선","경마공원","901","928","20210504",""
"20210501","과천선","대공원","3633","3780","20210504",""
"20210501","과천선","과천","3456","3246","20210504",""
"20210501","과천선","정부과천청사","4711","4802","20210504",""
"20210501","과천선","인덕원","13705","13395","20210504",""
"20210501","과천선","평촌","8168","7946","20210504",""
"20210501","과천선","범계","18607","17867","20210504",""
"20210501","분당선","선릉","4454","6955","20210504",""
"20210501","분당선","한티","9336","9234","20210504",""
"20210501","분당선","도곡","3832","3567","20210504",""
"20210501","분당선","구룡","862","826","20210504",""
"20210501","분당선","개포동","2026","2027","20210504",""
"20210501","분당선","대모산입구","1617","1474","20210504",""
"20210501","분당선","수서","8889","9390","20210504",""
"20210501","분당선","수원","7061","5805","20210504",""
"20210501","분당선","서울숲","6550","6890","20210504",""
"20210501","분당선","압구정로데오","16826","18565","20210504",""
"20210501","분당선","강남구청","4797","5815","20210504",""
"20210501","분당선","선정릉","3456","3495","20210504",""
"20210501","분당선","가천대","4444","5012","20210504",""
"20210501","분당선","태평","9437","8837","20210504",""
"20210501","분당선","모란","14171","14032","20210504",""
"20210501","분당선","야탑","15167","16085","20210504",""
"20210501","분당선","서현","16881","16827","20210504",""
"20210501","분당선","수내","7429","7136","20210504",""
"20210501","분당선","정자","9284","9561","20210504",""
"20210501","분당선","미금","9404","9836","20210504",""
"20210501","분당선","오리","6923","5622","20210504",""
"20210501","분당선","이매","3852","3761","20210504",""
"20210501","분당선","보정","1459","1316","20210504",""
"20210501","분당선","죽전","9175","10065","20210504",""
"20210501","분당선","구성","2632","2882","20210504",""
"20210501","분당선","신갈","2349","2440","20210504",""
"20210501","분당선","기흥","5919","5689","20210504",""
"20210501","분당선","상갈","3474","3580","20210504",""
"20210501","분당선","청명","2305","2257","20210504",""
"20210501","분당선","영통","5780","5608","20210504",""
"20210501","분당선","망포","8114","7487","20210504",""
"20210501","분당선","매탄권선","2950","2758","20210504",""
"20210501","분당선","수원시청","9971","10784","20210504",""
"20210501","분당선","매교","1611","1717","20210504",""
"20210501","수인선","고색","1978","2003","20210504",""
"20210501","수인선","오목천","1701","1376","20210504",""
"20210501","수인선","어천","593","553","20210504",""
"20210501","수인선","야목","167","167","20210504",""
"20210501","수인선","사리","2902","2469","20210504",""
"20210501","수인선","달월","64","79","20210504",""
"20210501","수인선","월곶","1897","1818","20210504",""
"20210501","수인선","소래포구","5378","5538","20210504",""
"20210501","수인선","인천논현","3950","3999","20210504",""
"20210501","수인선","호구포","2090","2088","20210504",""
"20210501","수인선","남동인더스파크","845","726","20210504",""
